CA,ผลการวิเคราะห์,ระดับความเสี่ยง,ความน่าจะเป็น,คำอธิบายพฤติกรรม,แนวทางดำเนินการ,num_valid_months,ลักษณะการใช้ไฟฟ้า,TRSG,MRU
20013429274,ปกติ,ปานกลาง,0.9989880484069096,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR36066
20013429592,ปกติ,ปานกลาง,0.9997905927926618,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08101,FBYI0045
20013431465,ปกติ,ปานกลาง,0.9995788669686803,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03201,FKUM0050
20013431654,ปกติ,ปานกลาง,0.9997961653531511,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0060
20013432250,ละเมิด,สูง,0.7296940703525658,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F06107,FKMU0349
20013432313,ละเมิด,สูง,0.8383669431545749,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F01703,FPTK0125
20013432763,ปกติ,ปานกลาง,0.9997871639022043,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03201,FKUM0050
20013432792,ปกติ,ปานกลาง,0.999910268089809,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02501,FBNG0204
20013433959,ปกติ,ปานกลาง,0.6600174197141531,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0336
20013434010,มิเตอร์ชำรุด,ปานกลาง,0.5373549887492897,มิเตอร์อาจมีปัญหาในการแสดงผล,ตรวจสอบมิเตอร์,3,ปัจจุบันยังใช้ไฟฟ้า,F12203,FSNR0379
20013434230,ปกติ,ปานกลาง,0.9994599072807427,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0608
20013435161,ปกติ,ปานกลาง,0.9866780324374769,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,เลิกใช้ไฟฟ้าแล้ว,F02501,FBNG0204
20013435933,ปกติ,ปานกลาง,0.9987146051969483,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0336
20013435944,ปกติ,ปานกลาง,0.9987465620217847,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07301,FDAN0606
20013436165,ปกติ,ปานกลาง,0.9986657462080152,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0059
20013436680,ปกติ,ปานกลาง,0.9993660656480259,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03601,FPUS0066
20013436797,ปกติ,ปานกลาง,0.9996222369576861,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0047
20013437171,ปกติ,ปานกลาง,0.968074953503425,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04601,FRAB0044
20013437599,ปกติ,ปานกลาง,0.9995825655404083,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0086
20013438163,ปกติ,ปานกลาง,0.9989890365719546,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0010
20013438178,ปกติ,ปานกลาง,0.9994730492364273,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0422
20013438181,ปกติ,ปานกลาง,0.9987063833872855,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07301,FDAN0606
20013438375,ปกติ,ปานกลาง,0.9904572057599028,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06107,FKMU0350
20013438386,ปกติ,ปานกลาง,0.8927320966780051,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01202,FKSS0009
20013438740,ปกติ,ปานกลาง,0.9914956982744114,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03301,FKSA0059
20013438850,ละเมิด,ปานกลาง,0.6833633313463856,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0048
20013439979,ละเมิด,สูง,0.7124237344776376,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0609
20013440230,ปกติ,ปานกลาง,0.6125337532242506,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,3,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0424
20013441560,ปกติ,ปานกลาง,0.9783824647091433,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14102,FKTS0002
20013442080,ปกติ,ปานกลาง,0.9987216523858272,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0333
20013442143,ปกติ,ปานกลาง,0.9650549675656276,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0062
20013442636,ปกติ,ปานกลาง,0.9998598222255642,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0267
20013442857,ปกติ,ปานกลาง,0.9996705685280172,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12203,FSNR0384
20013443188,ปกติ,ปานกลาง,0.9981367601361201,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0610
20013443736,ปกติ,ปานกลาง,0.9998285160147334,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0048
20013444447,ละเมิด,ปานกลาง,0.5851727382996686,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F08201,FPAY0047
20013445911,ปกติ,ปานกลาง,0.9998483596922181,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01202,FKSS0010
20013446378,ปกติ,ปานกลาง,0.99884712557342,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0425
20013446394,ปกติ,ปานกลาง,0.9998419803547988,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0269
20013446728,ปกติ,ปานกลาง,0.9990583082398176,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0326
20013446765,ปกติ,ปานกลาง,0.9998769954663076,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0059
20013447714,ปกติ,ปานกลาง,0.9996931573322272,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,เลิกใช้ไฟฟ้าแล้ว,F04401,FTTM0052
20013448969,ปกติ,ปานกลาง,0.9988066114707315,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08201,FPAY0048
20013449090,ปกติ,ปานกลาง,0.9997675880498369,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0002
20013449792,ปกติ,ปานกลาง,0.9998845562161384,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0748
20013450314,ปกติ,ปานกลาง,0.9995612331398104,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F06107,FKMU0537
20013450534,ละเมิด,ปานกลาง,0.683903464452026,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F06107,FKMU0537
20013450891,ปกติ,ปานกลาง,0.9997589051745737,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0048
20013451181,ปกติ,ปานกลาง,0.9798693166010141,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0749
20013451623,ปกติ,ปานกลาง,0.9988569862195473,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09501,FNBM0021
20013451754,ปกติ,ปานกลาง,0.9998795282322084,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0387
20013452278,ปกติ,ปานกลาง,0.9997271546898652,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR36068
20013453060,ปกติ,ปานกลาง,0.999730834485508,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0063
20013454071,ปกติ,ปานกลาง,0.8755268772463735,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0066
20013455371,ปกติ,ปานกลาง,0.6342254530951452,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F13102,FCPK0028
20013455789,ปกติ,ปานกลาง,0.9992162259718403,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0046
20013455820,ปกติ,ปานกลาง,0.9976241965609164,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0346
20013456873,ละเมิด,สูง,0.969637208390331,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0031
20013457431,ปกติ,ปานกลาง,0.9968743626744628,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0051
20013459749,ละเมิด,ปานกลาง,0.6670629253374457,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0050
20013459769,ปกติ,ปานกลาง,0.9999149017999768,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02501,FBNG0206
20013460019,ปกติ,ปานกลาง,0.9926751483487269,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F13101,FNR20072
20013460112,ปกติ,ปานกลาง,0.9994515602492585,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01201,FNOS0048
20013460551,ปกติ,ปานกลาง,0.7936976529664824,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0003
20013460713,ปกติ,ปานกลาง,0.9983405442473401,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0327
20013460809,ปกติ,ปานกลาง,0.5621314315180372,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0300
20013461112,ปกติ,ปานกลาง,0.9412734379757797,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0428
20013461421,ปกติ,ปานกลาง,0.99951722733575,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F05101,FNAR0217
20013461524,ละเมิด,ปานกลาง,0.555467964685802,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0051
20013461680,ปกติ,ปานกลาง,0.9866327017782157,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01703,FPTK0137
20013462182,ปกติ,ปานกลาง,0.7630077203799823,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0054
20013463454,ปกติ,ปานกลาง,0.9997420575076506,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12106,FPDR0221
20013464771,ปกติ,ปานกลาง,0.9995642346724153,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0362
20013465064,ปกติ,ปานกลาง,0.9997835870987429,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02306,FNSN0306
20013465434,ปกติ,ปานกลาง,0.9998237793786323,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0392
20013465622,ปกติ,ปานกลาง,0.9927185833668758,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F09501,FNBM0022
20013467254,ปกติ,ปานกลาง,0.9997865279941316,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0047
20013467438,ปกติ,ปานกลาง,0.9984461546838341,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0271
20013467620,ปกติ,ปานกลาง,0.9995134093087397,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F14101,FNR36069
20013467963,ปกติ,ปานกลาง,0.999882806667265,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10201,FCUP0053
20013468954,ปกติ,ปานกลาง,0.6273045840900304,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,3,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0063
20013469665,ละเมิด,ปานกลาง,0.5463398646479191,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F09601,FSSG0015
20013470135,ปกติ,ปานกลาง,0.7252481396491449,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,3,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0088
20013470298,ปกติ,ปานกลาง,0.9998605766685288,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12101,FPRS0618
20013470564,ละเมิด,ปานกลาง,0.5356749170557664,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0063
20013471078,ละเมิด,ปานกลาง,0.541535185213316,พฤติกรรมมีแนวโน้มผิดปกติ,ส่งเจ้าหน้าที่ตรวจสอบ,6,ปัจจุบันยังใช้ไฟฟ้า,F13102,FCPK0029
20013471097,ปกติ,ปานกลาง,0.9995809242625886,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02201,FKKA0339
20013472129,ละเมิด,สูง,0.7606405607350541,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0051
20013473069,ปกติ,ปานกลาง,0.9983130178814649,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10101,FPIM0501
20013473378,ละเมิด,ต่ำ,0.36652628402775456,พฤติกรรมอาจผิดปกติเล็กน้อย,เฝ้าระวังเพิ่มเติม,3,ปัจจุบันยังใช้ไฟฟ้า,F03101,FBRR0185
20013473463,ปกติ,ปานกลาง,0.5123393835204887,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,3,ปัจจุบันยังใช้ไฟฟ้า,F03201,FKUM0054
20013473873,ปกติ,ปานกลาง,0.5084211524525526,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02401,FNBD0050
20013474049,ปกติ,ปานกลาง,0.5113815881052994,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07201,FSUN0052
20013474319,ปกติ,ปานกลาง,0.5921045249047008,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F10201,FCUP0053
20013474369,ปกติ,ปานกลาง,0.9998753016052622,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0087
20013474656,ปกติ,ปานกลาง,0.9897142001606049,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F08301,FKOG0048
20013476109,ปกติ,ปานกลาง,0.6691637262695911,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F15101,FPTC0054
20013476957,ปกติ,ปานกลาง,0.9999176028087816,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0827
20013477900,ปกติ,ปานกลาง,0.9983185663034199,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F05101,FNAR0222
20013477964,ปกติ,ปานกลาง,0.998924546451059,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F05101,FNAR0222
20013478028,ปกติ,ปานกลาง,0.9908122892228723,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02201,FKKA0310
20013478728,มิเตอร์ชำรุด,สูง,0.7651466385958817,มิเตอร์อาจมีปัญหาอย่างรุนแรง,ตรวจสอบมิเตอร์โดยด่วน,3,ปัจจุบันยังใช้ไฟฟ้า,F09501,FNBM0023
20013479972,ปกติ,ปานกลาง,0.8963777169495222,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0066
20013480370,ปกติ,ปานกลาง,0.9992824708116078,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03301,FKSA0063
20013481167,ปกติ,ปานกลาง,0.9642410624782004,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02202,FKSW0001
20013482181,ปกติ,ปานกลาง,0.8118566493861084,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0491
20013482316,ละเมิด,สูง,0.9728874930902497,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02306,FNSN0307
20013482357,ปกติ,ปานกลาง,0.8567992908882636,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02306,FNSN0307
20013482815,ปกติ,ปานกลาง,0.9998894476809134,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02501,FBNG0208
20013483245,ปกติ,ปานกลาง,0.9991131081406128,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04301,FSIP0354
20013485204,ละเมิด,สูง,0.852151864453086,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F03201,FKUM0055
20013485258,ปกติ,ปานกลาง,0.9996987219203127,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03501,FLAM0365
20013485624,ละเมิด,สูง,0.7518850839017257,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F12201,FSKA0090
20013487203,ปกติ,ปานกลาง,0.9986445740014904,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F03301,FKSA0064
20013488035,ปกติ,ปานกลาง,0.9986466376101494,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02402,FPDC0312
20013488641,ปกติ,ปานกลาง,0.9992791977202314,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F01202,FKSS0013
20013488726,ปกติ,ปานกลาง,0.9982703265966478,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02501,FBNG0209
20013489105,ปกติ,ปานกลาง,0.9423390821954153,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0759
20013489253,ละเมิด,สูง,0.740368130810992,พฤติกรรมการใช้ไฟผิดปกติชัดเจน,ตรวจสอบภาคสนามทันที,6,ปัจจุบันยังใช้ไฟฟ้า,F02201,FKKA0311
20013489465,ปกติ,ปานกลาง,0.9901048847840118,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F02101,FCYP0829
20013489803,ปกติ,ปานกลาง,0.999272875692116,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F07101,FSSA0349
20013491686,มิเตอร์ชำรุด,สูง,0.7817862896349517,มิเตอร์อาจมีปัญหาอย่างรุนแรง,ตรวจสอบมิเตอร์โดยด่วน,3,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0759
20013492026,มิเตอร์ชำรุด,สูง,0.8320708531449473,มิเตอร์อาจมีปัญหาอย่างรุนแรง,ตรวจสอบมิเตอร์โดยด่วน,3,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0067
20013492540,ปกติ,ปานกลาง,0.9993763005385359,พฤติกรรมอาจเริ่มเปลี่ยนแปลง,เฝ้าระวังเพิ่มเติม,6,ปัจจุบันยังใช้ไฟฟ้า,F04101,FSRN0494
